player_name,date_of_birth,position,nationality,image_url,age
Ryder Matos Santos,1993-02-27,Attacker,Brazil,https://img.a.transfermarkt.technology/portrait/medium/62713-1699705754.png?lm=1,23
Kevin Lasagna,1992-08-10,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/131951-1695219133.png?lm=1,23
Riccardo Gagliolo,1990-04-28,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/240786-1595942443.jpg?lm=1,26
Andrea Lazzari,1984-12-03,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/19442-1669295081.jpg?lm=1,31
Gaetano Letizia,1990-06-29,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/160560-1602062126.jpg?lm=1,26
Igor Bubnjić,1992-07-17,Defender,Serbia,https://img.a.transfermarkt.technology/portrait/medium/187090-1449136867.jpg?lm=1,23
Željko Brkić,1986-07-09,Goalkeeper,Serbia,https://img.a.transfermarkt.technology/portrait/medium/37278-1449136457.jpg?lm=1,29
Kamil Wilczek,1988-01-14,Attacker,Poland,https://img.a.transfermarkt.technology/portrait/medium/78590-1671386952.jpg?lm=1,28
Antonio Di Gaudio,1989-08-16,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/165722-1449137286.jpg?lm=1,26
Wallace Oliveira dos Santos,1994-05-01,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/181779-1449136684.jpg?lm=1,22
Lorenzo Lollo,1990-12-08,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/158463-1647292631.jpg?lm=1,25
Matteo Fedele,1992-07-20,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/111438-1449137445.jpg?lm=1,23
Jerry Uche Mbakogu,1992-10-01,Attacker,Nigeria,https://img.a.transfermarkt.technology/portrait/medium/130382-1700052124.jpg?lm=1,23
Raffaele Bianco,1987-08-25,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/56693-1663936482.png?lm=1,28
Cristian Zaccardo,1981-12-21,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/5993-1449136938.jpg?lm=1,34
Francesco Benussi,1981-10-15,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/21829-1449136568.jpg?lm=1,34
Isaac Cofie,1991-09-20,Midfielder,Ghana,https://img.a.transfermarkt.technology/portrait/medium/99327-1707406339.png?lm=1,24
Simone Romagnoli,1990-02-09,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/88706-1681206188.jpg?lm=1,26
Vid Belec,1990-06-06,Goalkeeper,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/73090-1449136513.jpg?lm=1,26
Raphael Martinho Alves de Lima,1988-04-15,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/149946-1449137079.jpg?lm=1,28
Lorenzo Pasciuti,1989-09-24,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/165724-1551288347.jpg?lm=1,26
Emanuele Suagher,1992-11-26,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/163600-1551288276.jpg?lm=1,23
Fabrizio Poli,1989-05-26,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/124173-1602088575.jpg?lm=1,27
Stefano Sabelli,1993-01-13,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/167491-1595930293.jpg?lm=1,23
Simone Verdi,1992-07-12,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/130360-1663671979.jpg?lm=1,23
Jonathan de Guzmán,1987-09-13,Midfielder,Netherlands,https://img.a.transfermarkt.technology/portrait/medium/31067-1723809863.jpg?lm=1,28
Thomas Heurtaux,1988-07-03,Defender,France,https://img.a.transfermarkt.technology/portrait/medium/109598-1614151032.png?lm=1,27
Emmanuel Agyemang-Badu,1990-12-02,Midfielder,Ghana,https://img.a.transfermarkt.technology/portrait/medium/108484-1449132193.jpg?lm=1,25
Edenílson Andrade dos Santos,1989-12-18,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/169052-1662689029.jpg?lm=1,26
Cyril Théréau,1983-04-24,Attacker,France,https://img.a.transfermarkt.technology/portrait/medium/29316-1449133143.jpg?lm=1,33
Antonio Di Natale,1977-10-13,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/6031-1455531708.jpg?lm=1,38
Danilo Larangeira,1984-05-10,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/32816-1595921001.jpg?lm=1,32
Iván Rodrigo Piris Leguizamón,1989-03-10,Defender,Paraguay,https://img.a.transfermarkt.technology/portrait/medium/125251-1449132463.jpg?lm=1,27
Orestis Karnezis,1985-07-11,Goalkeeper,Greece,https://img.a.transfermarkt.technology/portrait/medium/16408-1595851100.jpg?lm=1,30
Manuel Rolando Iturra Urrutia,1984-06-23,Midfielder,Chile,https://img.a.transfermarkt.technology/portrait/medium/40428-1449132499.jpg?lm=1,32
Bruno Miguel Borges Fernandes,1994-09-08,Midfielder,Portugal,https://img.a.transfermarkt.technology/portrait/medium/240306-1683882766.jpg?lm=1,21
Ali Adnan Kadhim Al Tameemi,1993-12-19,Defender,Iraq,https://img.a.transfermarkt.technology/portrait/medium/261611-1705017110.png?lm=1,22
Duván Esteban Zapata Banguera,1991-04-01,Attacker,Colombia,https://img.a.transfermarkt.technology/portrait/medium/73794-1730126644.jpg?lm=1,25
Silvan Widmer,1993-03-05,Defender,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/168989-1629202510.jpg?lm=1,23
Alexander Merkel,1992-02-22,Midfielder,Germany,https://img.a.transfermarkt.technology/portrait/medium/86926-1665493196.png?lm=1,24
Marco Antônio De Mattos Filho,1986-07-03,Attacker,Brazil,https://img.a.transfermarkt.technology/portrait/medium/53288-1449132620.jpg?lm=1,29
Rodrigo Sebastián Aguirre Soto,1994-10-01,Attacker,Uruguay,https://img.a.transfermarkt.technology/portrait/medium/189410-1449133224.jpg?lm=1,21
Molla Wagué,1991-02-21,Defender,Mali,https://img.a.transfermarkt.technology/portrait/medium/129893-1449131841.jpg?lm=1,25
Maurizio Domizzi,1980-06-28,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/6750-1551290675.png?lm=1,36
Giovanni Pasquale,1982-01-05,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/5793-1449132811.jpg?lm=1,34
Francesco Lodi,1984-03-23,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/6033-1449132604.jpg?lm=1,32
Felipe Dias da Silva dal Belo,1984-07-31,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/17127-1449131926.jpg?lm=1,31
Stipe Perica,1995-07-07,Attacker,Croatia,https://img.a.transfermarkt.technology/portrait/medium/245072-1653328476.png?lm=1,20
Guilherme dos Santos Torres,1991-04-05,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/115382-1725787340.jpg?lm=1,25
Zdravko Kuzmanović,1987-09-22,Midfielder,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/25441-1410340038.jpg?lm=1,28
Emil Hallfreðsson,1984-06-29,Midfielder,Iceland,https://img.a.transfermarkt.technology/portrait/medium/22673-1449061127.jpg?lm=1,32
Pablo Estífer Armero,1986-11-02,Defender,Colombia,https://img.a.transfermarkt.technology/portrait/medium/73786-1455534368.jpg?lm=1,29
Luca Toni,1977-05-26,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/5980-1449061674.jpg?lm=1,39
Leandro Greco,1986-07-19,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/39831-1604766329.jpg?lm=1,29
Rafael Márquez Álvarez,1979-02-13,Defender,Mexico,https://img.a.transfermarkt.technology/portrait/medium/2904-1720390668.jpg?lm=1,37
Rafael de Andrade Bittencourt Pinheiro,1982-03-03,Goalkeeper,Brazil,https://img.a.transfermarkt.technology/portrait/medium/84467-1602506898.jpg?lm=1,34
Boško Janković,1984-03-01,Midfielder,Serbia,https://img.a.transfermarkt.technology/portrait/medium/19708-1449061649.jpg?lm=1,32
Juan Ignacio Gómez Taleb,1985-05-20,Attacker,Argentina,https://img.a.transfermarkt.technology/portrait/medium/38592-1449061592.jpg?lm=1,31
Eros Pisano,1987-03-31,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/56609-1449061018.jpg?lm=1,29
Samuel Souprayen,1989-02-18,Defender,France,https://img.a.transfermarkt.technology/portrait/medium/60599-1635320145.png?lm=1,27
Vangelis Moras,1981-08-26,Defender,Greece,https://img.a.transfermarkt.technology/portrait/medium/9850-1449060916.jpg?lm=1,34
Luca Siligardi,1988-01-26,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/86079-1449061557.jpg?lm=1,28
Rômulo Souza Orestes Caldeira,1987-05-22,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/121756-1449061067.jpg?lm=1,29
Giampaolo Pazzini,1984-08-02,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/19447-1449061516.jpg?lm=1,31
Federico Viviani,1992-03-24,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/165900-1596023223.jpg?lm=1,24
Artur Ioniţă,1990-08-17,Midfielder,Romania,https://img.a.transfermarkt.technology/portrait/medium/98888-1596012828.jpg?lm=1,25
Pierluigi Gollini,1995-03-18,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/244192-1695026486.jpg?lm=1,21
Matteo Bianchetti,1993-03-17,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/160986-1663683697.jpg?lm=1,23
Michelangelo Albertazzi,1991-01-07,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/56841-1449060859.jpg?lm=1,25
Filip Helander,1993-04-22,Defender,Sweden,https://img.a.transfermarkt.technology/portrait/medium/198067-1732288094.jpg?lm=1,23
Mattia Zaccagni,1995-06-16,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/283735-1695026445.jpg?lm=1,21
Matuzalém Francelino da Silva,1980-06-10,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/5974-1417078210.jpg?lm=1,36
Luca Checchin,1997-05-03,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/209048-1449061797.jpg?lm=1,19
Urby Emanuelson,1986-06-16,Midfielder,Netherlands,https://img.a.transfermarkt.technology/portrait/medium/20586-1629451683.jpg?lm=1,30
Mohamed Salim Fares,1996-02-15,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/287700-1730217489.jpg?lm=1,20
Ferdinando Coppola,1978-06-10,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/5986-1449060665.jpg?lm=1,38
Samir Caetano de Souza Santos,1994-12-05,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/255744-1595914430.jpg?lm=1,21
Dominik Furman,1992-07-06,Midfielder,Poland,https://img.a.transfermarkt.technology/portrait/medium/74687-1669141883.png?lm=1,23
Mirko Gori,1993-02-04,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/163223-1632540861.jpg?lm=1,23
Luca Paganini,1993-06-08,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/167444-1633103044.jpg?lm=1,23
Aleandro Rosi,1987-05-17,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/34239-1632464672.jpg?lm=1,29
Adriano Russo,1987-06-06,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/44281-1449138438.jpg?lm=1,29
Samuele Longo,1992-01-12,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/124560-1598857109.jpg?lm=1,24
Roberto Crivello,1991-09-14,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/130348-1570304099.png?lm=1,24
Federico Dionisi,1987-06-16,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/119369-1602878322.jpg?lm=1,29
Robert Gucher,1991-02-20,Midfielder,Austria,https://img.a.transfermarkt.technology/portrait/medium/52188-1449138771.jpg?lm=1,25
Nicola Leali,1993-02-17,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/136111-1692963337.jpg?lm=1,23
Danilo Soddimo,1987-09-27,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/39690-1449138976.jpg?lm=1,28
Massimiliano Carlini,1986-08-20,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/43206-1449139504.jpg?lm=1,29
Matteo Ciofani,1985-07-31,Defender,Italy,https://img.a.transfermarkt.technology/portrait/small/119355-1449138353.jpg?lm=1,30
Daniele Verde,1996-06-20,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/256361-1681205989.jpg?lm=1,20
Leonardo Blanchard,1988-05-06,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/119366-1449137987.jpg?lm=1,28
Daniel Ciofani,1985-07-31,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/small/29605-1663683629.jpg?lm=1,30
Aleksandar Tonev,1990-02-03,Midfielder,Bulgaria,https://img.a.transfermarkt.technology/portrait/medium/87282-1649487018.png?lm=1,26
Daniel Pavlovic,1988-04-22,Defender,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/19671-1449138087.jpg?lm=1,28
Yussif Raman Chibsah,1993-05-10,Midfielder,Ghana,https://img.a.transfermarkt.technology/portrait/medium/199633-1626266674.jpg?lm=1,23
Paolo Sammarco,1983-03-17,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/7101-1449139050.jpg?lm=1,33
Nicolás Ignacio Castillo Mora,1993-02-14,Attacker,Chile,https://img.a.transfermarkt.technology/portrait/medium/145602-1565165397.png?lm=1,23
Alessandro Frara,1982-11-07,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/6004-1449139090.jpg?lm=1,33
Davide Bertoncini,1991-05-09,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/91914-1665738672.png?lm=1,25
Massimo Zenildo Zappino,1981-06-12,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/43237-1449138010.jpg?lm=1,35
Arlind Afrim Ajeti,1993-09-25,Defender,Albania,https://img.a.transfermarkt.technology/portrait/medium/159288-1721803187.png?lm=1,22
Oliver Kragl,1990-05-12,Midfielder,Germany,https://img.a.transfermarkt.technology/portrait/medium/56513-1698843251.jpg?lm=1,26
Vasyl Pryyma,1991-06-10,Defender,Ukraine,https://img.a.transfermarkt.technology/portrait/medium/87893-1612105082.png?lm=1,25
Francesco Bardi,1992-01-18,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/110925-1697615462.jpg?lm=1,24
